case,rate,decoded,non_decoded,nodes_number,life_time,maximum_trans,gen_packets,delay,max_delay
LoraWAN 3 gateways,0.3,15332,19979,200,2000000,431.63,19979,720604,492.428
Multihop 1 gateways,0.4,4292,11241,200,2000000,71.9383,15534,670361,492.428
LoraWAN 1 gateways,0.4,2352,22429,200,2000000,431.63,24781,110544,492.428
LoraWAN 2 gateways,0.4,10696,24781,200,2000000,431.63,24781,502712,492.428
LoraWAN 3 gateways,0.4,21811,24781,200,2000000,431.63,24781,1025117,492.428
Multihop 1 gateways,0.5,5695,16578,200,2000000,86.326,22273,924020,492.428
LoraWAN 1 gateways,0.5,2993,25957,200,2000000,431.63,28950,140671,492.428
LoraWAN 2 gateways,0.5,19260,28950,200,2000000,431.63,28950,905220,492.428
LoraWAN 3 gateways,0.5,23755,28950,200,2000000,431.63,28950,1116485,492.428
Multihop 1 gateways,0.6,5523,13808,200,2000000,61.6614,19332,841535,492.428
LoraWAN 1 gateways,0.6,3195,29357,200,2000000,431.63,32552,150165,492.428
LoraWAN 2 gateways,0.6,18046,32552,200,2000000,431.63,32552,848162,492.428
LoraWAN 3 gateways,0.6,23551,32552,200,2000000,431.63,32552,1106897,492.428
Multihop 1 gateways,0.7,7431,19889,200,2000000,86.326,27321,1102009,492.428
LoraWAN 1 gateways,0.7,4335,31285,200,2000000,431.63,35620,203745,492.428
LoraWAN 2 gateways,0.7,16619,35620,200,2000000,431.63,35620,781093,492.428
LoraWAN 3 gateways,0.7,26521,35620,200,2000000,431.63,35620,1246487,492.428
Multihop 1 gateways,0.8,5049,18093,200,2000000,47.9589,23144,973276,492.428
LoraWAN 1 gateways,0.8,4122,34341,200,2000000,431.63,38465,193734,492.428
LoraWAN 2 gateways,0.8,21255,38463,200,2000000,431.63,38465,998985,492.428
LoraWAN 3 gateways,0.8,27776,38463,200,2000000,431.63,38465,1305472,492.428
Multihop 1 gateways,0.9,6518,24336,200,2000000,61.6614,30856,1164566,492.428
LoraWAN 1 gateways,0.9,4335,36620,200,2000000,431.63,40958,203745,492.428
LoraWAN 2 gateways,0.9,18372,40955,200,2000000,431.63,40958,863484,492.428
LoraWAN 3 gateways,0.9,30712,40955,200,2000000,431.63,40958,1443464,492.428
Multihop 1 gateways,1,7455,23268,200,2000000,61.6614,30725,1270598,492.428
LoraWAN 1 gateways,1,2930,40231,200,2000000,431.63,43162,137710,492.428
LoraWAN 2 gateways,1,30147,43161,200,2000000,431.63,43162,1416909,492.428
LoraWAN 3 gateways,1,12368,43161,200,2000000,431.63,43162,581296,492.428
Multihop 1 gateways,0.1,1235,2825,200,2000000,71.9383,4060,178036,492.428
LoraWAN 1 gateways,0.1,667,7163,200,2000000,431.63,7830,31349,492.428
LoraWAN 2 gateways,0.1,3309,7830,200,2000000,431.63,7830,155523,492.428
LoraWAN 3 gateways,0.1,6700,7830,200,2000000,431.63,7830,314900,492.428
Multihop 1 gateways,0.2,1746,5257,200,2000000,53.9537,7003,295630,492.428
LoraWAN 1 gateways,0.2,1595,12808,200,2000000,431.63,14403,74965,492.428
LoraWAN 2 gateways,0.2,5655,14403,200,2000000,431.63,14403,265785,492.428
LoraWAN 3 gateways,0.2,11346,14403,200,2000000,431.63,14403,533262,492.428
Multihop 1 gateways,0.3,3864,9287,200,2000000,86.326,13151,555023,492.428
LoraWAN 1 gateways,0.3,1724,18255,200,2000000,431.63,19979,81028,492.428
LoraWAN 2 gateways,0.3,8302,19979,200,2000000,431.63,19979,390194,492.428
LoraWAN 3 gateways,0.3,15954,19979,200,2000000,431.63,19979,749838,492.428
Multihop 1 gateways,0.4,3993,10322,200,2000000,71.9383,14315,549195,492.428
LoraWAN 1 gateways,0.4,2117,22664,200,2000000,431.63,24781,99499,492.428
LoraWAN 2 gateways,0.4,21912,24781,200,2000000,431.63,24781,1029864,492.428
LoraWAN 3 gateways,0.4,20412,24781,200,2000000,431.63,24781,959364,492.428
Multihop 1 gateways,0.5,5666,15674,200,2000000,86.326,21341,878477,492.428
LoraWAN 1 gateways,0.5,2280,26670,200,2000000,431.63,28950,107160,492.428
LoraWAN 2 gateways,0.5,15457,28950,200,2000000,431.63,28950,726479,492.428
LoraWAN 3 gateways,0.5,21966,28950,200,2000000,431.63,28950,1032402,492.428
Multihop 1 gateways,0.6,4940,14528,200,2000000,61.6614,19468,800786,492.428
LoraWAN 1 gateways,0.6,2932,29620,200,2000000,431.63,32552,137804,492.428
LoraWAN 2 gateways,0.6,14785,32552,200,2000000,431.63,32552,694895,492.428
LoraWAN 3 gateways,0.6,28567,32552,200,2000000,431.63,32552,1342649,492.428
Multihop 1 gateways,0.7,4817,13633,200,2000000,53.9537,18453,655885,492.428
LoraWAN 1 gateways,0.7,3162,32458,200,2000000,431.63,35620,148614,492.428
LoraWAN 2 gateways,0.7,17221,35620,200,2000000,431.63,35620,809387,492.428
LoraWAN 3 gateways,0.7,29669,35620,200,2000000,431.63,35620,1394443,492.428
Multihop 1 gateways,0.8,6034,17933,200,2000000,61.6614,23967,963406,492.428
LoraWAN 1 gateways,0.8,3257,35206,200,2000000,431.63,38465,153079,492.428
LoraWAN 2 gateways,0.8,13227,38463,200,2000000,431.63,38465,621669,492.428
LoraWAN 3 gateways,0.8,26046,38463,200,2000000,431.63,38465,1224162,492.428
Multihop 1 gateways,0.9,5545,17564,200,2000000,47.9589,23109,948366,492.428
LoraWAN 1 gateways,0.9,3701,37254,200,2000000,431.63,40958,173947,492.428
LoraWAN 2 gateways,0.9,34378,40955,200,2000000,431.63,40958,1615766,492.428
LoraWAN 3 gateways,0.9,23774,40955,200,2000000,431.63,40958,1117378,492.428
Multihop 1 gateways,1,7606,26601,200,2000000,71.9383,34208,1328549,492.428
LoraWAN 1 gateways,1,3910,39251,200,2000000,431.63,43162,183770,492.428
LoraWAN 2 gateways,1,26433,43161,200,2000000,431.63,43162,1242351,492.428
LoraWAN 3 gateways,1,35623,43161,200,2000000,431.63,43162,1674281,492.428
Multihop 1 gateways,0.1,1028,2757,200,2000000,61.6614,3785,161821,492.428
LoraWAN 1 gateways,0.1,713,7117,200,2000000,431.63,7830,33511,492.428
LoraWAN 2 gateways,0.1,6252,7830,200,2000000,431.63,7830,293844,492.428
LoraWAN 3 gateways,0.1,7128,7830,200,2000000,431.63,7830,335016,492.428
Multihop 1 gateways,0.2,2253,5164,200,2000000,71.9383,7417,309354,492.428
LoraWAN 1 gateways,0.2,1586,12817,200,2000000,431.63,14403,74542,492.428
LoraWAN 2 gateways,0.2,5650,14403,200,2000000,431.63,14403,265550,492.428
LoraWAN 3 gateways,0.2,11132,14403,200,2000000,431.63,14403,523204,492.428
Multihop 1 gateways,0.3,2278,7534,200,2000000,53.9537,9813,380794,492.428
LoraWAN 1 gateways,0.3,1834,18145,200,2000000,431.63,19979,86198,492.428
LoraWAN 2 gateways,0.3,9057,19979,200,2000000,431.63,19979,425679,492.428
LoraWAN 3 gateways,0.3,15986,19979,200,2000000,431.63,19979,751342,492.428
Multihop 1 gateways,0.4,3329,9397,200,2000000,53.9537,12727,542333,492.428
LoraWAN 1 gateways,0.4,2039,22742,200,2000000,431.63,24781,95833,492.428
LoraWAN 2 gateways,0.4,10895,24781,200,2000000,431.63,24781,512065,492.428
LoraWAN 3 gateways,0.4,19200,24781,200,2000000,431.63,24781,902400,492.428
Multihop 1 gateways,0.5,6268,13315,200,2000000,86.326,19583,841488,492.428
LoraWAN 1 gateways,0.5,3329,25621,200,2000000,431.63,28950,156463,492.428
LoraWAN 2 gateways,0.5,7027,28950,200,2000000,431.63,28950,330269,492.428
LoraWAN 3 gateways,0.5,27002,28950,200,2000000,431.63,28950,1269094,492.428
Multihop 1 gateways,0.6,5557,13634,200,2000000,61.6614,19191,847739,492.428
LoraWAN 1 gateways,0.6,3985,28567,200,2000000,431.63,32552,187295,492.428
LoraWAN 2 gateways,0.6,25029,32552,200,2000000,431.63,32552,1176363,492.428
LoraWAN 3 gateways,0.6,27262,32552,200,2000000,431.63,32552,1281314,492.428
Multihop 1 gateways,0.7,5500,18279,200,2000000,61.6614,23782,964487,492.428
LoraWAN 1 gateways,0.7,3704,31916,200,2000000,431.63,35620,174088,492.428
LoraWAN 2 gateways,0.7,20228,35620,200,2000000,431.63,35620,950716,492.428
LoraWAN 3 gateways,0.7,31755,35620,200,2000000,431.63,35620,1492485,492.428
Multihop 1 gateways,0.8,5162,17504,200,2000000,61.6614,22666,751389,492.428
LoraWAN 1 gateways,0.8,3393,35070,200,2000000,431.63,38465,159471,492.428
LoraWAN 2 gateways,0.8,7153,38463,200,2000000,431.63,38465,336191,492.428
LoraWAN 3 gateways,0.8,18779,38463,200,2000000,431.63,38465,882613,492.428
Multihop 1 gateways,0.9,5810,23732,200,2000000,47.9589,29543,1295602,492.428
LoraWAN 1 gateways,0.9,4325,36630,200,2000000,431.63,40958,203275,492.428
LoraWAN 2 gateways,0.9,31731,40955,200,2000000,431.63,40958,1491357,492.428
LoraWAN 3 gateways,0.9,35039,40955,200,2000000,431.63,40958,1646833,492.428
Multihop 1 gateways,1,5946,21209,200,2000000,47.9589,27155,1121796,492.428
LoraWAN 1 gateways,1,4499,38662,200,2000000,431.63,43162,211453,492.428
LoraWAN 2 gateways,1,18774,43161,200,2000000,431.63,43162,882378,492.428
LoraWAN 3 gateways,1,26687,43161,200,2000000,431.63,43162,1254289,492.428
Multihop 1 gateways,0.1,861,2785,200,2000000,53.9537,3646,150870,492.428
LoraWAN 1 gateways,0.1,588,7242,200,2000000,431.63,7830,27636,492.428
LoraWAN 2 gateways,0.1,3456,7830,200,2000000,431.63,7830,162432,492.428
LoraWAN 3 gateways,0.1,5061,7830,200,2000000,431.63,7830,237867,492.428
Multihop 1 gateways,0.2,2059,5768,200,2000000,71.9383,7827,286747,492.428
LoraWAN 1 gateways,0.2,917,13486,200,2000000,431.63,14403,43099,492.428
LoraWAN 2 gateways,0.2,4569,14403,200,2000000,431.63,14403,214743,492.428
LoraWAN 3 gateways,0.2,12322,14403,200,2000000,431.63,14403,579134,492.428
Multihop 1 gateways,0.3,3108,9017,200,2000000,71.9383,12125,471175,492.428
LoraWAN 1 gateways,0.3,1552,18427,200,2000000,431.63,19979,72944,492.428
LoraWAN 2 gateways,0.3,12191,19979,200,2000000,431.63,19979,572977,492.428
LoraWAN 3 gateways,0.3,14495,19979,200,2000000,431.63,19979,681265,492.428
Multihop 1 gateways,0.4,3755,12176,200,2000000,61.6614,15932,698044,492.428
LoraWAN 1 gateways,0.4,2375,22406,200,2000000,431.63,24781,111625,492.428
LoraWAN 2 gateways,0.4,14261,24781,200,2000000,431.63,24781,670267,492.428
LoraWAN 3 gateways,0.4,23317,24781,200,2000000,431.63,24781,1095899,492.428
Multihop 1 gateways,0.5,4479,11796,200,2000000,61.6614,16278,692968,492.428
LoraWAN 1 gateways,0.5,3163,25787,200,2000000,431.63,28950,148661,492.428
LoraWAN 2 gateways,0.5,10456,28950,200,2000000,431.63,28950,491432,492.428
LoraWAN 3 gateways,0.5,18433,28950,200,2000000,431.63,28950,866351,492.428
Multihop 1 gateways,0.6,4753,17648,200,2000000,61.6614,22401,888817,492.428
LoraWAN 1 gateways,0.6,2296,30256,200,2000000,431.63,32552,107912,492.428
LoraWAN 2 gateways,0.6,18150,32552,200,2000000,431.63,32552,853050,492.428
LoraWAN 3 gateways,0.6,28323,32552,200,2000000,431.63,32552,1331181,492.428
Multihop 1 gateways,0.7,7738,20782,200,2000000,86.326,28521,1205644,492.428
LoraWAN 1 gateways,0.7,3495,32125,200,2000000,431.63,35620,164265,492.428
LoraWAN 2 gateways,0.7,17917,35620,200,2000000,431.63,35620,842099,492.428
LoraWAN 3 gateways,0.7,28491,35620,200,2000000,431.63,35620,1339077,492.428
Multihop 1 gateways,0.8,8062,23015,200,2000000,86.326,31078,1249354,492.428
LoraWAN 1 gateways,0.8,3232,35231,200,2000000,431.63,38465,151904,492.428
LoraWAN 2 gateways,0.8,20865,38463,200,2000000,431.63,38465,980655,492.428
LoraWAN 3 gateways,0.8,27267,38463,200,2000000,431.63,38465,1281549,492.428
Multihop 1 gateways,0.9,6348,21329,200,2000000,71.9383,27677,914996,492.428
LoraWAN 1 gateways,0.9,3912,37043,200,2000000,431.63,40958,183864,492.428
LoraWAN 2 gateways,0.9,32587,40955,200,2000000,431.63,40958,1531589,492.428
LoraWAN 3 gateways,0.9,36112,40955,200,2000000,431.63,40958,1697264,492.428
Multihop 1 gateways,1,8476,23194,200,2000000,71.9383,31670,1266744,492.428
LoraWAN 1 gateways,1,3920,39241,200,2000000,431.63,43162,184240,492.428
LoraWAN 2 gateways,1,12889,43161,200,2000000,431.63,43162,605783,492.428
LoraWAN 3 gateways,1,23685,43161,200,2000000,431.63,43162,1113195,492.428
Multihop 1 gateways,0.1,1172,2433,200,2000000,86.326,3605,142316,492.428
LoraWAN 1 gateways,0.1,1049,6781,200,2000000,431.63,7830,49303,492.428
LoraWAN 2 gateways,0.1,2809,7830,200,2000000,431.63,7830,132023,492.428
LoraWAN 3 gateways,0.1,5307,7830,200,2000000,431.63,7830,249429,492.428
Multihop 1 gateways,0.2,2107,6693,200,2000000,61.6614,8801,389489,492.428
LoraWAN 1 gateways,0.2,1210,13193,200,2000000,431.63,14403,56870,492.428
LoraWAN 2 gateways,0.2,8243,14403,200,2000000,431.63,14403,387421,492.428
LoraWAN 3 gateways,0.2,11354,14403,200,2000000,431.63,14403,533638,492.428
Multihop 1 gateways,0.3,1870,6985,200,2000000,47.9589,8855,321339,492.428
LoraWAN 1 gateways,0.3,2483,17496,200,2000000,431.63,19979,116701,492.428
LoraWAN 2 gateways,0.3,14394,19979,200,2000000,431.63,19979,676518,492.428
LoraWAN 3 gateways,0.3,16933,19979,200,2000000,431.63,19979,795851,492.428
Multihop 1 gateways,0.4,3910,11740,200,2000000,71.9383,15651,596195,492.428
LoraWAN 1 gateways,0.4,2373,22408,200,2000000,431.63,24781,111531,492.428
LoraWAN 2 gateways,0.4,11558,24781,200,2000000,431.63,24781,543226,492.428
LoraWAN 3 gateways,0.4,20519,24781,200,2000000,431.63,24781,964393,492.428
Multihop 1 gateways,0.5,3686,13161,200,2000000,53.9537,16848,693767,492.428
LoraWAN 1 gateways,0.5,2756,26194,200,2000000,431.63,28950,129532,492.428
LoraWAN 2 gateways,0.5,15555,28950,200,2000000,431.63,28950,731085,492.428
LoraWAN 3 gateways,0.5,23346,28950,200,2000000,431.63,28950,1097262,492.428
Multihop 1 gateways,0.6,5616,15004,200,2000000,71.9383,20620,826072,492.428
LoraWAN 1 gateways,0.6,1981,30571,200,2000000,431.63,32552,93107,492.428
LoraWAN 2 gateways,0.6,26525,32552,200,2000000,431.63,32552,1246675,492.428
LoraWAN 3 gateways,0.6,26822,32552,200,2000000,431.63,32552,1260634,492.428
Multihop 1 gateways,0.7,6748,16402,200,2000000,71.9383,23151,977036,492.428
LoraWAN 1 gateways,0.7,3010,32610,200,2000000,431.63,35620,141470,492.428
LoraWAN 2 gateways,0.7,16614,35620,200,2000000,431.63,35620,780858,492.428
LoraWAN 3 gateways,0.7,30954,35620,200,2000000,431.63,35620,1454838,492.428
Multihop 1 gateways,0.8,7100,18891,200,2000000,71.9383,25995,1026386,492.428
LoraWAN 1 gateways,0.8,4554,33909,200,2000000,431.63,38465,214038,492.428
LoraWAN 2 gateways,0.8,19604,38463,200,2000000,431.63,38465,921388,492.428
LoraWAN 3 gateways,0.8,33727,38463,200,2000000,431.63,38465,1585169,492.428
Multihop 1 gateways,0.9,4068,19277,200,2000000,47.9589,23347,625570,492.428
LoraWAN 1 gateways,0.9,3862,37093,200,2000000,431.63,40958,181514,492.428
LoraWAN 2 gateways,0.9,31465,40955,200,2000000,431.63,40958,1478855,492.428
LoraWAN 3 gateways,0.9,30238,40955,200,2000000,431.63,40958,1421186,492.428
Multihop 1 gateways,1,7484,27612,200,2000000,61.6614,35096,1424194,492.428
LoraWAN 1 gateways,1,3564,39597,200,2000000,431.63,43162,167508,492.428
LoraWAN 2 gateways,1,16869,43161,200,2000000,431.63,43162,792843,492.428
LoraWAN 3 gateways,1,32763,43161,200,2000000,431.63,43162,1539861,492.428
Multihop 1 gateways,0.1,968,3701,200,2000000,71.9383,4669,159283,492.428
LoraWAN 1 gateways,0.1,778,7052,200,2000000,431.63,7830,36566,492.428
LoraWAN 2 gateways,0.1,4791,7830,200,2000000,431.63,7830,225177,492.428
LoraWAN 3 gateways,0.1,7382,7830,200,2000000,431.63,7830,346954,492.428
Multihop 1 gateways,0.2,1689,4140,200,2000000,47.9589,5829,260991,492.428
LoraWAN 1 gateways,0.2,1136,13267,200,2000000,431.63,14403,53392,492.428
LoraWAN 2 gateways,0.2,10665,14403,200,2000000,431.63,14403,501255,492.428
LoraWAN 3 gateways,0.2,13090,14403,200,2000000,431.63,14403,615230,492.428
Multihop 1 gateways,0.3,3148,7816,200,2000000,61.6614,10964,496790,492.428
LoraWAN 1 gateways,0.3,1935,18044,200,2000000,431.63,19979,90945,492.428
LoraWAN 2 gateways,0.3,9754,19979,200,2000000,431.63,19979,458438,492.428
LoraWAN 3 gateways,0.3,17044,19979,200,2000000,431.63,19979,801068,492.428
Multihop 1 gateways,0.4,3980,12198,200,2000000,71.9383,16178,648459,492.428
LoraWAN 1 gateways,0.4,2600,22181,200,2000000,431.63,24781,122200,492.428
LoraWAN 2 gateways,0.4,8484,24781,200,2000000,431.63,24781,398748,492.428
LoraWAN 3 gateways,0.4,22057,24781,200,2000000,431.63,24781,1036679,492.428
Multihop 1 gateways,0.5,5019,11419,200,2000000,71.9383,16438,675813,492.428
LoraWAN 1 gateways,0.5,3191,25759,200,2000000,431.63,28950,149977,492.428
LoraWAN 2 gateways,0.5,19642,28950,200,2000000,431.63,28950,923174,492.428
LoraWAN 3 gateways,0.5,21093,28950,200,2000000,431.63,28950,991371,492.428
Multihop 1 gateways,0.6,5258,15219,200,2000000,61.6614,20479,890650,492.428
LoraWAN 1 gateways,0.6,2593,29959,200,2000000,431.63,32552,121871,492.428
LoraWAN 2 gateways,0.6,17879,32552,200,2000000,431.63,32552,840313,492.428
LoraWAN 3 gateways,0.6,25991,32552,200,2000000,431.63,32552,1221577,492.428
Multihop 1 gateways,0.7,6359,17031,200,2000000,71.9383,23390,907758,492.428
LoraWAN 1 gateways,0.7,2678,32942,200,2000000,431.63,35620,125866,492.428
LoraWAN 2 gateways,0.7,18808,35620,200,2000000,431.63,35620,883976,492.428
LoraWAN 3 gateways,0.7,26383,35620,200,2000000,431.63,35620,1240001,492.428
Multihop 1 gateways,0.8,6854,23269,200,2000000,71.9383,30123,1193565,492.428
LoraWAN 1 gateways,0.8,3607,34856,200,2000000,431.63,38465,169529,492.428
LoraWAN 2 gateways,0.8,24077,38463,200,2000000,431.63,38465,1131619,492.428
LoraWAN 3 gateways,0.8,25428,38463,200,2000000,431.63,38465,1195116,492.428
Multihop 1 gateways,0.9,8694,17925,200,2000000,71.9383,26619,1145813,492.428
LoraWAN 1 gateways,0.9,2650,38305,200,2000000,431.63,40958,124550,492.428
LoraWAN 2 gateways,0.9,33747,40955,200,2000000,431.63,40958,1586109,492.428
LoraWAN 3 gateways,0.9,28658,40955,200,2000000,431.63,40958,1346926,492.428
Multihop 1 gateways,1,6665,21032,200,2000000,53.9537,27698,1141160,492.428
LoraWAN 1 gateways,1,5038,38123,200,2000000,431.63,43162,236786,492.428
LoraWAN 2 gateways,1,12560,43161,200,2000000,431.63,43162,590320,492.428
LoraWAN 3 gateways,1,27888,43161,200,2000000,431.63,43162,1310736,492.428
LoraWAN 2 gateways,0.1,3073,7830,200,2000000,431.63,7830,144431,492.428
LoraWAN 3 gateways,0.1,6878,7830,200,2000000,431.63,7830,323266,492.428
LoraWAN 2 gateways,0.2,10542,14403,200,2000000,431.63,14403,495474,492.428
LoraWAN 3 gateways,0.2,10190,14403,200,2000000,431.63,14403,478930,492.428
LoraWAN 2 gateways,0.3,11399,19979,200,2000000,431.63,19979,535753,492.428
LoraWAN 3 gateways,0.3,15325,19979,200,2000000,431.63,19979,720275,492.428
LoraWAN 2 gateways,0.4,16098,24781,200,2000000,431.63,24781,756606,492.428
LoraWAN 3 gateways,0.4,21653,24781,200,2000000,431.63,24781,1017691,492.428
LoraWAN 2 gateways,0.5,9783,28950,200,2000000,431.63,28950,459801,492.428
LoraWAN 3 gateways,0.5,19397,28950,200,2000000,431.63,28950,911659,492.428
LoraWAN 2 gateways,0.6,12848,32552,200,2000000,431.63,32552,603856,492.428
LoraWAN 3 gateways,0.6,27044,32552,200,2000000,431.63,32552,1271068,492.428
LoraWAN 2 gateways,0.7,17867,35620,200,2000000,431.63,35620,839749,492.428
LoraWAN 3 gateways,0.7,24290,35620,200,2000000,431.63,35620,1141630,492.428
LoraWAN 2 gateways,0.8,23994,38463,200,2000000,431.63,38465,1127718,492.428
LoraWAN 3 gateways,0.8,29049,38463,200,2000000,431.63,38465,1365303,492.428
LoraWAN 2 gateways,0.9,15173,40955,200,2000000,431.63,40958,713131,492.428
LoraWAN 3 gateways,0.9,24820,40955,200,2000000,431.63,40958,1166540,492.428
LoraWAN 2 gateways,1,12680,43161,200,2000000,431.63,43162,595960,492.428
LoraWAN 3 gateways,1,24296,43161,200,2000000,431.63,43162,1141912,492.428
LoraWAN 2 gateways,0.1,5487,7830,200,2000000,431.63,7830,257889,492.428
LoraWAN 3 gateways,0.1,5927,7830,200,2000000,431.63,7830,278569,492.428
LoraWAN 2 gateways,0.2,11886,14403,200,2000000,431.63,14403,558642,492.428
LoraWAN 3 gateways,0.2,9345,14403,200,2000000,431.63,14403,439215,492.428
LoraWAN 2 gateways,0.3,11379,19979,200,2000000,431.63,19979,534813,492.428
LoraWAN 3 gateways,0.3,9530,19979,200,2000000,431.63,19979,447910,492.428
LoraWAN 2 gateways,0.4,16743,24781,200,2000000,431.63,24781,786921,492.428
LoraWAN 3 gateways,0.4,16316,24781,200,2000000,431.63,24781,766852,492.428
LoraWAN 2 gateways,0.5,11383,28950,200,2000000,431.63,28950,535001,492.428
LoraWAN 3 gateways,0.5,23628,28950,200,2000000,431.63,28950,1110516,492.428
LoraWAN 2 gateways,0.6,18094,32552,200,2000000,431.63,32552,850418,492.428
LoraWAN 3 gateways,0.6,29870,32552,200,2000000,431.63,32552,1403890,492.428
LoraWAN 2 gateways,0.7,16953,35620,200,2000000,431.63,35620,796791,492.428
LoraWAN 3 gateways,0.7,27338,35620,200,2000000,431.63,35620,1284886,492.428
LoraWAN 2 gateways,0.8,25146,38463,200,2000000,431.63,38465,1181862,492.428
LoraWAN 3 gateways,0.8,30955,38463,200,2000000,431.63,38465,1454885,492.428
LoraWAN 2 gateways,0.9,7684,40955,200,2000000,431.63,40958,361148,492.428
LoraWAN 3 gateways,0.9,18069,40955,200,2000000,431.63,40958,849243,492.428
LoraWAN 2 gateways,1,35972,43161,200,2000000,431.63,43162,1690684,492.428
LoraWAN 3 gateways,1,23737,43161,200,2000000,431.63,43162,1115639,492.428
LoraWAN 2 gateways,0.1,3036,7830,200,2000000,431.63,7830,142692,492.428
LoraWAN 3 gateways,0.1,5839,7830,200,2000000,431.63,7830,274433,492.428
LoraWAN 2 gateways,0.2,10047,14403,200,2000000,431.63,14403,472209,492.428
LoraWAN 3 gateways,0.2,11181,14403,200,2000000,431.63,14403,525507,492.428
LoraWAN 2 gateways,0.3,7539,19979,200,2000000,431.63,19979,354333,492.428
LoraWAN 3 gateways,0.3,8968,19979,200,2000000,431.63,19979,421496,492.428
LoraWAN 2 gateways,0.4,4511,24781,200,2000000,431.63,24781,212017,492.428
LoraWAN 3 gateways,0.4,15749,24781,200,2000000,431.63,24781,740203,492.428
LoraWAN 2 gateways,0.5,13235,28950,200,2000000,431.63,28950,622045,492.428
LoraWAN 3 gateways,0.5,24582,28950,200,2000000,431.63,28950,1155354,492.428
LoraWAN 2 gateways,0.6,15848,32552,200,2000000,431.63,32552,744856,492.428
LoraWAN 3 gateways,0.6,29195,32552,200,2000000,431.63,32552,1372165,492.428
LoraWAN 2 gateways,0.7,15711,35620,200,2000000,431.63,35620,738417,492.428
LoraWAN 3 gateways,0.7,28240,35620,200,2000000,431.63,35620,1327280,492.428
LoraWAN 2 gateways,0.8,27322,38463,200,2000000,431.63,38465,1284134,492.428
LoraWAN 3 gateways,0.8,24160,38463,200,2000000,431.63,38465,1135520,492.428
LoraWAN 2 gateways,0.9,22885,40955,200,2000000,431.63,40958,1075595,492.428
LoraWAN 3 gateways,0.9,29111,40955,200,2000000,431.63,40958,1368217,492.428
LoraWAN 2 gateways,1,27428,43161,200,2000000,431.63,43162,1289116,492.428
LoraWAN 3 gateways,1,35474,43161,200,2000000,431.63,43162,1667278,492.428
LoraWAN 2 gateways,0.1,4739,7830,200,2000000,431.63,7830,222733,492.428
LoraWAN 3 gateways,0.1,7355,7830,200,2000000,431.63,7830,345685,492.428
LoraWAN 2 gateways,0.2,5787,14403,200,2000000,431.63,14403,271989,492.428
LoraWAN 3 gateways,0.2,13859,14403,200,2000000,431.63,14403,651373,492.428
LoraWAN 2 gateways,0.3,13408,19979,200,2000000,431.63,19979,630176,492.428
LoraWAN 3 gateways,0.3,16928,19979,200,2000000,431.63,19979,795616,492.428
LoraWAN 2 gateways,0.4,9766,24781,200,2000000,431.63,24781,459002,492.428
LoraWAN 3 gateways,0.4,22901,24781,200,2000000,431.63,24781,1076347,492.428
LoraWAN 2 gateways,0.5,10667,28950,200,2000000,431.63,28950,501349,492.428
LoraWAN 3 gateways,0.5,21649,28950,200,2000000,431.63,28950,1017503,492.428
LoraWAN 2 gateways,0.6,12754,32552,200,2000000,431.63,32552,599438,492.428
LoraWAN 3 gateways,0.6,15596,32552,200,2000000,431.63,32552,733012,492.428
LoraWAN 2 gateways,0.7,12519,35620,200,2000000,431.63,35620,588393,492.428
LoraWAN 3 gateways,0.7,18690,35620,200,2000000,431.63,35620,878430,492.428
LoraWAN 2 gateways,0.8,17795,38463,200,2000000,431.63,38465,836365,492.428
LoraWAN 3 gateways,0.8,31897,38463,200,2000000,431.63,38465,1499159,492.428
LoraWAN 2 gateways,0.9,19471,40955,200,2000000,431.63,40958,915137,492.428
LoraWAN 3 gateways,0.9,29720,40955,200,2000000,431.63,40958,1396840,492.428
LoraWAN 2 gateways,1,16146,43161,200,2000000,431.63,43162,758862,492.428
LoraWAN 3 gateways,1,29236,43161,200,2000000,431.63,43162,1374092,492.428
LoraWAN 2 gateways,0.1,2805,7830,200,2000000,431.63,7830,131835,492.428
LoraWAN 3 gateways,0.1,5000,7830,200,2000000,431.63,7830,235000,492.428
LoraWAN 2 gateways,0.2,8339,14403,200,2000000,431.63,14403,391933,492.428
LoraWAN 3 gateways,0.2,8461,14403,200,2000000,431.63,14403,397667,492.428
LoraWAN 2 gateways,0.3,8838,19979,200,2000000,431.63,19979,415386,492.428
LoraWAN 3 gateways,0.3,16056,19979,200,2000000,431.63,19979,754632,492.428
LoraWAN 2 gateways,0.4,17324,24781,200,2000000,431.63,24781,814228,492.428
LoraWAN 3 gateways,0.4,20722,24781,200,2000000,431.63,24781,973934,492.428
LoraWAN 2 gateways,0.5,17719,28950,200,2000000,431.63,28950,832793,492.428
LoraWAN 3 gateways,0.5,23425,28950,200,2000000,431.63,28950,1100975,492.428
LoraWAN 2 gateways,0.6,13276,32552,200,2000000,431.63,32552,623972,492.428
LoraWAN 3 gateways,0.6,25711,32552,200,2000000,431.63,32552,1208417,492.428
LoraWAN 2 gateways,0.7,25114,35620,200,2000000,431.63,35620,1180358,492.428
LoraWAN 3 gateways,0.7,30549,35620,200,2000000,431.63,35620,1435803,492.428
LoraWAN 2 gateways,0.8,26358,38463,200,2000000,431.63,38465,1238826,492.428
LoraWAN 3 gateways,0.8,32379,38463,200,2000000,431.63,38465,1521813,492.428
